Prefix,Country,City,Price per min,Start,Initial,Increment
543711,Argentina,GeneraldMosconi,0.5,2019-01-01T00:00:00.00Z,30,1
543715,Argentina,LascLomitas,0.5,2019-01-01T00:00:00.00Z,30,1
543716,Argentina,ComandantexFontana,0.5,2019-01-01T00:00:00.00Z,30,1
543717,Argentina,Formosa,0.5,2019-01-01T00:00:00.00Z,30,1
543718,Argentina,Clorinda,0.5,2019-01-01T00:00:00.00Z,30,1
543721,Argentina,Charadai,0.5,2019-01-01T00:00:00.00Z,30,1
543722,Argentina,Resistencia,0.5,2019-01-01T00:00:00.00Z,30,1
543725,Argentina,GeneraliJoseideiSaniMartin,0.5,2019-01-01T00:00:00.00Z,30,1
543731,Argentina,Charata,0.5,2019-01-01T00:00:00.00Z,30,1
543732,Argentina,PresidenciaiRoqueiSaenziPeña,0.5,2019-01-01T00:00:00.00Z,30,1
543734,Argentina,Machagai,0.5,2019-01-01T00:00:00.00Z,30,1
543735,Argentina,VillaaAngela,0.5,2019-01-01T00:00:00.00Z,30,1
543741,Argentina,BernardosdesIrigoyen,0.5,2019-01-01T00:00:00.00Z,30,1
543743,Argentina,PuertopRico,0.5,2019-01-01T00:00:00.00Z,30,1
543751,Argentina,Eldorado,0.5,2019-01-01T00:00:00.00Z,30,1
543752,Argentina,Posadas,0.5,2019-01-01T00:00:00.00Z,30,1
543754,Argentina,"SannJavier,nMisionesnprovince",0.5,2019-01-01T00:00:00.00Z,30,1
543755,Argentina,Obera,0.5,2019-01-01T00:00:00.00Z,30,1
543756,Argentina,SantojTome,0.5,2019-01-01T00:00:00.00Z,30,1
543757,Argentina,PuertokIguazu,0.5,2019-01-01T00:00:00.00Z,30,1
543758,Argentina,Apostoles,0.5,2019-01-01T00:00:00.00Z,30,1
543772,Argentina,PasotdetLostLibres,0.5,2019-01-01T00:00:00.00Z,30,1
543773,Argentina,"Mercedes,vCorrientesvprovince",0.5,2019-01-01T00:00:00.00Z,30,1
543774,Argentina,CuruzuiCuatia,0.5,2019-01-01T00:00:00.00Z,30,1
543775,Argentina,MontepCaseros,0.5,2019-01-01T00:00:00.00Z,30,1
543777,Argentina,Goya,0.5,2019-01-01T00:00:00.00Z,30,1
543781,Argentina,CaamCati,0.5,2019-01-01T00:00:00.00Z,30,1
543782,Argentina,Saladas,0.5,2019-01-01T00:00:00.00Z,30,1
543783,Argentina,Corrientes,0.5,2019-01-01T00:00:00.00Z,30,1
543786,Argentina,Ituzaingo,0.5,2019-01-01T00:00:00.00Z,30,1
543821,Argentina,Chepes,0.5,2019-01-01T00:00:00.00Z,30,1
543822,Argentina,LavRioja,0.5,2019-01-01T00:00:00.00Z,30,1
543825,Argentina,Chilecito,0.5,2019-01-01T00:00:00.00Z,30,1
543826,Argentina,Chamical,0.5,2019-01-01T00:00:00.00Z,30,1
543827,Argentina,Aimogasta,0.5,2019-01-01T00:00:00.00Z,30,1
543832,Argentina,"Recreo,bCatamarcabprovince",0.5,2019-01-01T00:00:00.00Z,30,1
543833,Argentina,Catamarca,0.5,2019-01-01T00:00:00.00Z,30,1
543835,Argentina,Andalgala,0.5,2019-01-01T00:00:00.00Z,30,1
543837,Argentina,Tinogasta,0.5,2019-01-01T00:00:00.00Z,30,1
543838,Argentina,"SantamMaria,mCatamarcamprovince",0.5,2019-01-01T00:00:00.00Z,30,1
543841,Argentina,MontekQuemado,0.5,2019-01-01T00:00:00.00Z,30,1
543843,Argentina,Quimili,0.5,2019-01-01T00:00:00.00Z,30,1
543844,Argentina,Añatuya,0.5,2019-01-01T00:00:00.00Z,30,1
543845,Argentina,VillaiSaniMartin,0.5,2019-01-01T00:00:00.00Z,30,1
543846,Argentina,CampouGallo,0.5,2019-01-01T00:00:00.00Z,30,1
543854,Argentina,Frias,0.5,2019-01-01T00:00:00.00Z,30,1
543855,Argentina,SunchouCorral,0.5,2019-01-01T00:00:00.00Z,30,1
543856,Argentina,Sumampa,0.5,2019-01-01T00:00:00.00Z,30,1
543857,Argentina,Bandera,0.5,2019-01-01T00:00:00.00Z,30,1
543858,Argentina,TermaszdezRiozHondo,0.5,2019-01-01T00:00:00.00Z,30,1
543861,Argentina,Rapelli,0.5,2019-01-01T00:00:00.00Z,30,1
543862,Argentina,Trancas,0.5,2019-01-01T00:00:00.00Z,30,1
543863,Argentina,Monteros,0.5,2019-01-01T00:00:00.00Z,30,1
543865,Argentina,"Concepcion,dTucumandprovince",0.5,2019-01-01T00:00:00.00Z,30,1
543867,Argentina,TafiedeleValle,0.5,2019-01-01T00:00:00.00Z,30,1
543868,Argentina,Cafayate,0.5,2019-01-01T00:00:00.00Z,30,1
543869,Argentina,Ranchillos,0.5,2019-01-01T00:00:00.00Z,30,1
543875,Argentina,"Tartagal,vSaltavprovince",0.5,2019-01-01T00:00:00.00Z,30,1
543876,Argentina,Metan,0.5,2019-01-01T00:00:00.00Z,30,1
543877,Argentina,LasuLajitas,0.5,2019-01-01T00:00:00.00Z,30,1
543878,Argentina,Oran,0.5,2019-01-01T00:00:00.00Z,30,1
543884,Argentina,"SanaPedro,aJujuyaprovince",0.5,2019-01-01T00:00:00.00Z,30,1
543885,Argentina,LauQuiaca,0.5,2019-01-01T00:00:00.00Z,30,1
543886,Argentina,LibertadorwGeneralwSanwMartin,0.5,2019-01-01T00:00:00.00Z,30,1
543887,Argentina,Humahuaca,0.5,2019-01-01T00:00:00.00Z,30,1
543891,Argentina,Monteagudo,0.5,2019-01-01T00:00:00.00Z,30,1
543892,Argentina,AmaichafdelfValle,0.5,2019-01-01T00:00:00.00Z,30,1
543894,Argentina,Burruyacu,0.5,2019-01-01T00:00:00.00Z,30,1
